Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied"
8/14/2020 18:52,St. Mary’s College,Maryland,Coastal Biology,9/14/2020,https://www.smcm.edu/hr/smcm-job/assistant-professor-of-biology-coastal-biology/,Asst Prof,Tenure Track,10/26/2020 14:03,"""We are particularly excited about, but not limited to, candidates that can contribute to a new program in marine science."" 2) seeing this job makes me so happy! x4 Very excited to see this! 3) Website has a number of ""Visiting Assistant Professors"", anyone have any insight as to whether these job openings are probably a way to move those visiting professors into tenure track positions? 4) Crap, just saw they need 3 letters with application? Is this true? Or will letters be requested later? 5) you will send the requests through interfolio - my interpretation is that they don't need to be received by the deadline, just requested through the system, but I could definitely be wrong 6) I asked the listed search committee contact (Dr. Aileen Bailey) about letters - she said they will begin review Sep 14, so having as many documents in as possible would help, but committee understood applicants could not fully control when letter writers submitted. 7) Received invite for short (20-25min) Zoom interview on 9/23 x2 8) Any updates? 9) No, but I think this was the last week of zoom interviews (10/14). 10) Now any updates? 11) @ 10, nothing here",16,FALSE,"""We are particularly excited about, but not limited to, candidates that can contribute to a new program in marine science."" 2) seeing this job makes me so happy! x4 Very excited to see this! 3) Website has a number of ""Visiting Assistant Professors"", anyone have any insight as to whether these job openings are probably a way to move those visiting professors into tenure track positions? 4) Crap, just saw they need 3 letters with application? Is this true? Or will letters be requested later? 5) you will send the requests through interfolio - my interpretation is that they don't need to be received by the deadline, just requested through the system, but I could definitely be wrong 6) I asked the listed search committee contact (Dr. Aileen Bailey) about letters - she said they will begin review Sep 14, so having as many documents in as possible would help, but committee understood applicants could not fully control when letter writers submitted. 7) Received invite for short (20-25min) Zoom interview on 9/23 x2 8) Any updates? 9) No, but I think this was the last week of zoom interviews (10/14). 10) Now any updates? 11) @ 10, nothing here",16
8/14/2020 8:30,Cornell University,New York,Computational Biology,9/10/2020,https://compbio.cornell.edu/home/faculty-position-available/,Asst Prof,Tenure Track,10/2/2020 21:16,"""an emphasis in population genomics, comparative genomics and/or functional genomics"" 2) Repeat of last years hire? Did search fail? 3) I think so 4) yes, their top candidates declined 5) FYI review starts 9/10 not 9/15 6) One of these places that can't for the life of them find a good enough candidate... 7) Deadline is a bit early for American schools 8) They want references upfront, right? 9) Yeah, they want you to have letters uploaded to AJO when you submit the app. 10) when do people expect to hear back if there is an interview?  11) My guess is weeks if not longer 12) interview invite, this is the first and only job I applied for, excited and scared 13) Congrats! 14) @12 woohoo! good luck!",8,,"""an emphasis in population genomics, comparative genomics and/or functional genomics"" 2) Repeat of last years hire? Did search fail? 3) I think so 4) yes, their top candidates declined 5) FYI review starts 9/10 not 9/15 6) One of these places that can't for the life of them find a good enough candidate... 7) Deadline is a bit early for American schools 8) They want references upfront, right? 9) Yeah, they want you to have letters uploaded to AJO when you submit the app. 10) when do people expect to hear back if there is an interview?  11) My guess is weeks if not longer 12) interview invite, this is the first and only job I applied for, excited and scared 13) Congrats! 14) @12 woohoo! good luck!",8
8/13/2020 3:39,Umeå University ,Sweden,Natural Sciences,10/19/2020,https://www.umu.se/en/work-with-us/open-positions/up-to-five-tenure-track-positions-as-assistant-professor_339630/,Asst Prof,Tenure Track,10/19/2020 19:09,"1) must be less than 5 years post-PhD, 2) Blerg. Filled out the extensive application but didn't account for being locked out due to timezone differences. Sigh.",2,FALSE,"1) must be less than 5 years post-PhD, 2) Blerg. Filled out the extensive application but didn't account for being locked out due to timezone differences. Sigh.",2
8/12/2020 10:27,Carleton University,Canada,Conservation Science,10/1/2020,https://www.universityaffairs.ca/search-job/?job_id=50746,Asst Prof,Tenure Track,10/15/2020 10:31,"Research topics of particular interest include but are not limited to landscape ecology, quantitative approaches, restoration, risk assessment, sustainability science, and conservation decisions and solutions. 1) What are the chances for a non-Canadian? @1) Depends on the applicant pool! Preferential hiring doesn't guarantee that a Canadian will get the job, just that among equally-qualified applicants, they will prefer the Canadian.. but many non-Can get great positions!  3) That's not necessarily how preferential hiring works.  At my Canadian university, the university has to hire the best Canadian applicant who meets the posted job requirements.  They can only hire a non-Canadian if they can make the case that none of the Canadian applicants met the requirements 4) I heard the same that @3 said - check out the faculty register there are no non-Canadians on it. 4) Did anyone who applied get a confirmatory email response of any sorts? I have no idea whether they even recieved my application... kinda annoying! 5) I did receive a confirmatory email once I submitted my application. If you haven't received one I'd try to double-check that they got yours! x2 6) I just got a confirmation email, 5 days after submitting. So just a backlog it seems 7) anyone here anything yet? 8) Source indicated that the search committee wasn't even formed before the deadline, so I'd imagine it'll be awhile ",13,FALSE,"Research topics of particular interest include but are not limited to landscape ecology, quantitative approaches, restoration, risk assessment, sustainability science, and conservation decisions and solutions. 1) What are the chances for a non-Canadian? @1) Depends on the applicant pool! Preferential hiring doesn't guarantee that a Canadian will get the job, just that among equally-qualified applicants, they will prefer the Canadian.. but many non-Can get great positions!  3) That's not necessarily how preferential hiring works.  At my Canadian university, the university has to hire the best Canadian applicant who meets the posted job requirements.  They can only hire a non-Canadian if they can make the case that none of the Canadian applicants met the requirements 4) I heard the same that @3 said - check out the faculty register there are no non-Canadians on it. 4) Did anyone who applied get a confirmatory email response of any sorts? I have no idea whether they even recieved my application... kinda annoying! 5) I did receive a confirmatory email once I submitted my application. If you haven't received one I'd try to double-check that they got yours! x2 6) I just got a confirmation email, 5 days after submitting. So just a backlog it seems 7) anyone here anything yet? 8) Source indicated that the search committee wasn't even formed before the deadline, so I'd imagine it'll be awhile ",13
8/11/2020 12:22,Utrecht University,Netherlands,Biomolecular research (open),9/20/2020,https://www.nature.com/naturecareers/job/tenure-track-assistant-associate-professor-position-within-the-bijvoet-centre-for-biomolecular-research-utrecht-university-uu-728162,Asst / Assoc Prof,Tenure Track,8/13/2020 12:06,"1)We invite applications EXCLUSIVELY FROM FEMALE RESEARCHERS who have the ambition and drive to build an independent research line with a focus that aligns with the research lines of the Bijvoet Centre. 2) 2 years of postdoctoral experience required, what if you just short of 2 years? Is it still worth applying? 3) How is this legal at a public uni? Not denying the fact that males have an advantage in TT 4) @2 I had the same question, colleagues suggested that I should just go for it. And so should you. @3 Many governmental organisations all over the world are enforcing such quotas to address diversity imbalances.",2,FALSE,"1)We invite applications EXCLUSIVELY FROM FEMALE RESEARCHERS who have the ambition and drive to build an independent research line with a focus that aligns with the research lines of the Bijvoet Centre. 2) 2 years of postdoctoral experience required, what if you just short of 2 years? Is it still worth applying? 3) How is this legal at a public uni? Not denying the fact that males have an advantage in TT 4) @2 I had the same question, colleagues suggested that I should just go for it. And so should you. @3 Many governmental organisations all over the world are enforcing such quotas to address diversity imbalances.",2
8/7/2020 10:35,Bryn Mawr College,Pennsylvania,Genomics & Bioinformatics,9/30/2020,https://www.higheredjobs.com/details.cfm?JobCode=177297462&utm_source=08_07_20&utm_medium=email&utm_campaign=JobAgentEmail,Asst Prof,Tenure Track,10/22/2020 14:20,"""We are seeking an individual who takes a genomics approach to biological problems using a combination of bioinformatic, statistical, computational and biological methodologies, and who will thrive in an environment that combines teaching, research and interdisciplinary collaboration."" FYI letters are due by the 30th. I submitted my application and got this message: ""Please continue to check your Interfolio folder to be sure that 3 letters of recommendation are on file for you by September 30, 2020. The Search Committee will give full consideration to applications completed by that date."" 2) Thanks for the heads up! One of my letter writers is convinced it is Oct 7 (this is the deadline on interfolio) 3) Review of applications began Sept 30. 4) Phone interviews in progress",9,FALSE,"""We are seeking an individual who takes a genomics approach to biological problems using a combination of bioinformatic, statistical, computational and biological methodologies, and who will thrive in an environment that combines teaching, research and interdisciplinary collaboration."" FYI letters are due by the 30th. I submitted my application and got this message: ""Please continue to check your Interfolio folder to be sure that 3 letters of recommendation are on file for you by September 30, 2020. The Search Committee will give full consideration to applications completed by that date."" 2) Thanks for the heads up! One of my letter writers is convinced it is Oct 7 (this is the deadline on interfolio) 3) Review of applications began Sept 30. 4) Phone interviews in progress",9
8/6/2020 12:11,Emporia State University,Kansas,Ichthyology / Fisheries / Aquatic Ecology,9/4/2020,https://sites.google.com/g.emporia.edu/human-resources/faculty-staff-open-positions/21290-assistant-or-associate-professor,Asst / Assoc Prof,Tenure Track,8/14/2020 21:22,"Endowed position 2) what is an endowed position? 3) means that a donor created a fund that partially supports the position (salary, research funds, or both) 4) Search Comm member here - Funds could support salary and/or research annually",2,FALSE,"Endowed position 2) what is an endowed position? 3) means that a donor created a fund that partially supports the position (salary, research funds, or both) 4) Search Comm member here - Funds could support salary and/or research annually",2
8/4/2020 12:24,Loyola University Chicago,Illinois,General Biology,8/4/2020,https://www.careers.luc.edu/postings/13138,Instructor,Permanent Non-Academic,8/5/2020 11:17,"3 year contract, Lecturers are treated very well, hoping to hire soon so apply fast (8.4.20) 2) posting shows deadline of Jan 2019 - is this correct?",,FALSE,"3 year contract, Lecturers are treated very well, hoping to hire soon so apply fast (8.4.20) 2) posting shows deadline of Jan 2019 - is this correct?",
8/4/2020 11:03,Edinburgh Napier University,United Kingdom,Animal Behavior,8/30/2020,https://www.jobs.ac.uk/job/CAX958/lecturer-in-animal-behaviour,Asst / Assoc Prof,Tenure Track,9/15/2020 4:46,"1) must be a British citizen, citizen of an EEA country with no restriction to live/work in the UK, or already have a visa to work in the UK to apply 2) 09/11 rejection letter received (x2)",2,FALSE,"1) must be a British citizen, citizen of an EEA country with no restriction to live/work in the UK, or already have a visa to work in the UK to apply 2) 09/11 rejection letter received (x2)",2
8/3/2020 15:09,Hamilton College,New York,Plant Ecology,10/2/2020,https://apply.interfolio.com/77647,Asst Prof,Tenure Track,10/19/2020 11:24,"If review begins 10/2, does that mean the deadline is really end of day on 10/1? 2) Any news here? 3) Haven't heard anything 10/19",8,FALSE,"If review begins 10/2, does that mean the deadline is really end of day on 10/1? 2) Any news here? 3) Haven't heard anything 10/19",8
7/30/2020 16:44,Aarhus University,Denmark,Arctic Terrestrial Ecology,9/15/2020,https://www.nature.com/naturecareers/job/professors-in-terrestrial-ecology-with-focus-on-the-artic-environment-aarhus-university-au-728364,Full Prof,Tenure Track,,,,FALSE,,
7/30/2020 14:10,Carleton University,Canada,Environmental and Interdisciplinary Science,9/30/2020,https://carleton.ca/provost/2020/assistant-professor-environmental-and-interdisciplinary-science-data-science-analytics-evidence-synthesis/,Asst Prof,Tenure Track,7/30/2020 14:13,"""Data Science, Analytics, Evidence Synthesis""",7,FALSE,"""Data Science, Analytics, Evidence Synthesis""",7
7/28/2020 8:26,Lycoming College,Pennsylvania,Human Anatomy & Physiology,10/1/2020,https://jobs.chronicle.com/job/275193/assistant-professor-of-biology-physiology-and-anatomy/?fbclid=IwAR3-0fbveuUDH67ZmY9NLqQC0dJsybvARpsU5-plRV_uhQLTjzYN5blQv0E,Asst Prof,Tenure Track,10/18/2020 18:10,"""including, but not limited to, Developmental Biology and/or Neuroscience""  2) failed search from 2019/20? They had a similar add last year. 3) @2, it was a short turnaround search after a mid-year departure, and the dept. decided to wait for a more 'normal' job cycle to get a wider applicant pool and rethink desired qualifications a bit 4) the Department should have had the professional courtesy to notify applicants of this change; it takes far less time to send a mass email than to apply to a job. 5)  Any news? (10/18)",5,FALSE,"""including, but not limited to, Developmental Biology and/or Neuroscience""  2) failed search from 2019/20? They had a similar add last year. 3) @2, it was a short turnaround search after a mid-year departure, and the dept. decided to wait for a more 'normal' job cycle to get a wider applicant pool and rethink desired qualifications a bit 4) the Department should have had the professional courtesy to notify applicants of this change; it takes far less time to send a mass email than to apply to a job. 5)  Any news? (10/18)",5
7/28/2020 3:54,University of Melbourne,Australia,Environmental Sustainability,9/13/2020,http://jobs.unimelb.edu.au/caw/en/job/902972/lecturer-senior-lecturer-environmental-sustability#.XxpUphy8GyA.linkedin,Asst / Assoc Prof,Tenure Track,8/5/2020 17:31,,2,FALSE,,2
7/27/2020 18:49,Morehead State University,Kentucky,Environmental Biology,8/28/2020,https://moreheadstate.peopleadmin.com/postings/9384?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,Asst Prof,Tenure Track,9/24/2020 14:37,Note “This position is not budgeted for Visa Sponsorship”. 2) Interview week of 9/21.,4,FALSE,Note “This position is not budgeted for Visa Sponsorship”. 2) Interview week of 9/21.,4
7/25/2020 16:43,Swarthmore College,Pennsylvania,Conservation Biology,10/15/2020,https://apply.interfolio.com/77478,Asst Prof,Tenure Track,10/26/2020 14:14,"1) Has anyone noticed there is an internal candidate for this position? 2) Yes - there are a few visiting assistant professors currently there; wondering if they are looking to internally hire 3) I wondered about this, too. Yet, this position has been advertised for quite a long time. If it was an internal hire perhaps the call would have had a shorter time frame. Who knows. Best of luck to everyone! 4) @3) That makes sense, let's see what happens. Nice to know there is a community here. 5) Any updates? (10/25) - none here x5 6) Should we expect something so soon? 7)Probably not, I'm just antsy.",26,FALSE,"1) Has anyone noticed there is an internal candidate for this position? 2) Yes - there are a few visiting assistant professors currently there; wondering if they are looking to internally hire 3) I wondered about this, too. Yet, this position has been advertised for quite a long time. If it was an internal hire perhaps the call would have had a shorter time frame. Who knows. Best of luck to everyone! 4) @3) That makes sense, let's see what happens. Nice to know there is a community here. 5) Any updates? (10/25) - none here x5 6) Should we expect something so soon? 7)Probably not, I'm just antsy.",26
7/24/2020 12:37,USGS Coop Unit,New Mexico,Game Birds,8/21/2020,https://www.usajobs.gov/GetJob/ViewDetails/574216500,Assistant Unit Leader/GS-12,Permanent Non-Academic,8/26/2020 12:55,"Was the first announcement for this positition in March scrapped? 2) I only have indirect info that implied it was a failed search, but I dont know the rationale or stage of failure.3) I also heard it was a failed search. They definitely want a game birds person.Applicants must be U.S. Citizens",1,FALSE,"Was the first announcement for this positition in March scrapped? 2) I only have indirect info that implied it was a failed search, but I dont know the rationale or stage of failure.3) I also heard it was a failed search. They definitely want a game birds person.Applicants must be U.S. Citizens",1
7/24/2020 12:10,Florida A&M,Florida,Entomology - Biological Control,9/4/2020,https://irattlerhcm.famu.edu/psc/famujobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=3153&PostingSeq=1&,Asst Prof,Tenure Track,8/28/2020 16:45,"No review date given. 2) link disabled. 3) Try clicking through from here: https://www.higheredjobs.com/faculty/details.cfm?JobCode=177290075&Title=Assistant%20Professor 4) Link says job deleted, maybe it will be reposted? 5) Looks like it is back again, still no review date given. Focus on urban pest management. ""Only United States (U.S.) citizens or aliens who have a legal right to work in the U.S. are eligible for employment."" 6) Review date is 9/4",,FALSE,"No review date given. 2) link disabled. 3) Try clicking through from here: https://www.higheredjobs.com/faculty/details.cfm?JobCode=177290075&Title=Assistant%20Professor 4) Link says job deleted, maybe it will be reposted? 5) Looks like it is back again, still no review date given. Focus on urban pest management. ""Only United States (U.S.) citizens or aliens who have a legal right to work in the U.S. are eligible for employment."" 6) Review date is 9/4",
7/21/2020 16:58,Aalborg University,Denmark,Freshwater Ecology,8/23/2020,https://www.researchgate.net/job/943821_Associate_Professor_in_Freshwater_Ecology,Assoc Prof,Tenure Track,,,2,FALSE,,2
7/21/2020 13:53,Nottingham Trent University,United Kingdom,Ecology & Conservation ,7/26/2020,https://vacancies.ntu.ac.uk/displayjob.aspx?jobid=7852,Lecturer,Tenure Track,7/21/2020 13:54,"""This role does not meet the minimum requirements set by UK Visas & Immigration to enable sponsorship of migrant workers. Therefore, we cannot progress applications from candidates who require sponsorship to work in the UK.""",,FALSE,"""This role does not meet the minimum requirements set by UK Visas & Immigration to enable sponsorship of migrant workers. Therefore, we cannot progress applications from candidates who require sponsorship to work in the UK.""",
7/21/2020 7:56,Wesleyan University,Connecticut,Cell & Developmental Biology,12/15/2020,https://www.higheredjobs.com/details.cfm?JobCode=177286726&utm_source=07_18_20&utm_medium=email&utm_campaign=JobAgentEmail,Asst Prof,Tenure Track,8/5/2020 17:39,"""The candidate will develop an active research program to address fundamental problems in biology. We seek a colleague who will complement and contribute to our current research and teaching strengths in cell and developmental biology, genomics, neuroscience, and evolution/ecology, and is committed to liberal arts education in a culturally diverse community.""",,FALSE,"""The candidate will develop an active research program to address fundamental problems in biology. We seek a colleague who will complement and contribute to our current research and teaching strengths in cell and developmental biology, genomics, neuroscience, and evolution/ecology, and is committed to liberal arts education in a culturally diverse community.""",
7/17/2020 9:23,Bigelow Laboratory for Ocean Sciences,Maine,Oceanography,9/15/2020,https://bigelow.freshteam.com/jobs/vWoZiZSrSzM2/senior-research-scientists-bigelow-laboratory,Senior Research Scientist,Permanent Non-Academic,10/26/2020 19:06,"""1) The ocean’s genetic potential, 2) ocean-climate interactions, and 3) the foundation of ocean food webs."" We will consider candidates at all levels of their career progression. 2) From their 5 year plan document ""In 2019, Bigelow Laboratory only provided seven weeks of annual salary support to our
senior research scientists. This is not enough. Over the next five years, our goal is to increase that support to 12 weeks each year. "" 3) Seems like a dream location, but just *how* stressful is it to work at a soft-money institution like this? Are you kicked out if funding dries up? 4) anyone heard anything? 5) No, haven't heard anything (10/20). 6) Rejection email 10/21 7) email saying still under consideration 10/21, but no next steps yet 8) references contacted 10/20",4,FALSE,"""1) The ocean’s genetic potential, 2) ocean-climate interactions, and 3) the foundation of ocean food webs."" We will consider candidates at all levels of their career progression. 2) From their 5 year plan document ""In 2019, Bigelow Laboratory only provided seven weeks of annual salary support to our
senior research scientists. This is not enough. Over the next five years, our goal is to increase that support to 12 weeks each year. "" 3) Seems like a dream location, but just *how* stressful is it to work at a soft-money institution like this? Are you kicked out if funding dries up? 4) anyone heard anything? 5) No, haven't heard anything (10/20). 6) Rejection email 10/21 7) email saying still under consideration 10/21, but no next steps yet 8) references contacted 10/20",4
7/16/2020 12:52,Mississippi State University,Mississippi,Insect Taxonomist / Systematist,1/4/2021,https://explore.msujobs.msstate.edu/en-us/job/500278/assistantassociate-professor-director,Asst / Assoc Prof,Tenure Track,8/28/2020 13:24,This position will consist of 70% research and 30% Teaching. The successful applicant will also serve as the Director of the MS Entomological Museum,,FALSE,This position will consist of 70% research and 30% Teaching. The successful applicant will also serve as the Director of the MS Entomological Museum,
7/16/2020 12:51,Mississippi State University,Mississippi,Insect Pathologist,,https://explore.msujobs.msstate.edu/en-us/job/500276/assistant-professor,Asst Prof,Tenure Track,7/17/2020 8:32,This position will consist of 50% research and 50% teaching.,,FALSE,This position will consist of 50% research and 50% teaching.,
7/15/2020 12:27,West Chester University,Pennsylvania,Freshwater Ecology,10/5/2020,https://www.governmentjobs.com/careers/wcupa/jobs/2813834/20-166-tenure-track-assistant-professor-of-biology-freshwater-ecologist,Asst Prof,Tenure Track,10/26/2020 23:16,"12 hours teaching + 5 hours advising per week per semester, 2) Is this a lot? I'm new to this, but it seems reasonable if labs are included 3) seems like a lot on top of an expectation to externally fund a reseach program x2 4) 12 hours includes teaching labs. 5 hours of advising per week includes regular office hours 5) (8/9) 12 student contact hours per week is typically 4 lectures or 3 lectures and 3 labs. So a 3:3 or 4:4 teaching load. I would want to know the extent of their expectations for external research and graduate mentorship. You would be limted to doing research mostly in the summer months witha teaching load like that. 6) I grew up in this area. If you have any doubts, this is a beautiful place to live. I don't think I'll apply though. A bit too teaching intensive for me. 7) Any updates? 10/23 8) nope x2",9,FALSE,"12 hours teaching + 5 hours advising per week per semester, 2) Is this a lot? I'm new to this, but it seems reasonable if labs are included 3) seems like a lot on top of an expectation to externally fund a reseach program x2 4) 12 hours includes teaching labs. 5 hours of advising per week includes regular office hours 5) (8/9) 12 student contact hours per week is typically 4 lectures or 3 lectures and 3 labs. So a 3:3 or 4:4 teaching load. I would want to know the extent of their expectations for external research and graduate mentorship. You would be limted to doing research mostly in the summer months witha teaching load like that. 6) I grew up in this area. If you have any doubts, this is a beautiful place to live. I don't think I'll apply though. A bit too teaching intensive for me. 7) Any updates? 10/23 8) nope x2",9
7/15/2020 10:14,Colorado College,Colorado,Environmental Science,10/1/2020,https://employment.coloradocollege.edu/postings/4442,Asst Prof,Tenure Track,10/26/2020 23:24,"Expertise in global environmental change with a geospatial technology perspective, teaching experience, and experience working with undergraduate researchers is preferred. (2) anyone hear anything yet? 3) nada yetx6",13,FALSE,"Expertise in global environmental change with a geospatial technology perspective, teaching experience, and experience working with undergraduate researchers is preferred. (2) anyone hear anything yet? 3) nada yetx6",13
7/14/2020 8:23,University of Kansas,Kansas,Director of Biodiversity Institute,8/31/2020,https://jobs.sciencecareers.org/job/517665/director-biodiversity-institute-and-natural-history-museum-and-professor/?TrackID=281544&utm_source=jobs&utm_medium=email&utm_campaign=email-careers-job-alert&BatchID=3663&JobAlertId=348486,Full Prof,Tenure Track,7/15/2020 16:34,,1,FALSE,,1
7/13/2020 11:36,Hasselt University,Belgium,Ecosystem Functioning,8/18/2020,https://euraxess.ec.europa.eu/jobs/540386,Rank Open,Tenure Track,8/11/2020 5:34,"Job has expired, apparently.",1,FALSE,"Job has expired, apparently.",1
7/9/2020 15:15,Swansea University,United Kingdom,Marine Biology (teaching),8/6/2020,https://www.swansea.ac.uk/jobs-at-swansea/current-vacancies/details/?nPostingID=71058&nPostingTargetID=89252&option=52&sort=DESC&respnr=1&ID=QHUFK026203F3VBQB7VLO8NXD&JOBADLG=UK&Resultsperpage=9999&lg=UK&mask=suext,Lecturer,Tenure Track,7/17/2020 14:53,Teaching position ,1,FALSE,Teaching position ,1
7/8/2020 9:55,University of Miami,Florida,Tropical Ecology,8/15/2020,https://umiami.wd1.myworkdayjobs.com/en-US/UMFaculty/job/Coral-Gables-FL/A-S-BIL-Associate-Professor---Professor--Aresty-Endowed-Chair-in-Tropical-Biology-_R100039301,Assoc / Full Prof,Tenure Track,10/25/2020 23:03,"Aresty Endowed Chair in Tropical Ecology. 2) request for letters 9/14, 3) request for additional materials - due Oct 11",4,FALSE,"Aresty Endowed Chair in Tropical Ecology. 2) request for letters 9/14, 3) request for additional materials - due Oct 11",4
7/7/2020 9:30,University at Buffalo (SUNY) ,New York,Microbiome Science,9/1/2020,http://www.ubjobs.buffalo.edu/postings/24837,Assoc / Full Prof,Tenure Track,,,2,FALSE,,2
7/2/2020 14:41,Vassar College,New York,Biology (broadly defined),9/9/2020,https://employment.vassar.edu/applicants/jsp/shared/frameset/Frameset.jsp?time=1593715099708,Instructor,Permanent Non-Academic,10/22/2020 19:10,"This was posted also on PUI Science Slack (see link to join) (2) was this position from the spring a failed/COVID canceled search, or is this for a second position. If the later, why so many non-tenure positions at Vassar? 3) It was a failed search, not a canceled search due to COVID. So yes, it is the same position as last spring. 3) Anybody heard anything abut this yet? 4) no word yet (10/11/20) 5) Zoom interviews conducted week of 10/12. 6) Virtual department interviews and mock lecture in early Nov. for top 3 candidates.",3,FALSE,"This was posted also on PUI Science Slack (see link to join) (2) was this position from the spring a failed/COVID canceled search, or is this for a second position. If the later, why so many non-tenure positions at Vassar? 3) It was a failed search, not a canceled search due to COVID. So yes, it is the same position as last spring. 3) Anybody heard anything abut this yet? 4) no word yet (10/11/20) 5) Zoom interviews conducted week of 10/12. 6) Virtual department interviews and mock lecture in early Nov. for top 3 candidates.",3
7/2/2020 11:34,Auburn University,Alabama,Forest Biomaterials and Energy,,https://aufacultypositions.peopleadmin.com/postings/4213,Asst Prof,Tenure Track,,,,FALSE,,
7/2/2020 6:36,University of Gothenburg,Sweden,Landscape Biogeoscience,8/14/2020,https://euraxess.ec.europa.eu/jobs/528987,Rank Open,Tenure Track,8/13/2020 14:57,1) Looks like deadine may have been changed to September 6th?,2,FALSE,1) Looks like deadine may have been changed to September 6th?,2
7/2/2020 6:34,KU Leuven,Belgium,Eco-hydro-morphodynamics,11/2/2020,https://euraxess.ec.europa.eu/jobs/528848,Rank Open,Tenure Track,7/7/2020 16:10,,,FALSE,,
7/2/2020 6:32,University of Vienna,Austria,Systematic and Evolutionary Botany,9/23/2020,https://euraxess.ec.europa.eu/jobs/532424,Rank Open,Tenure Track,9/4/2020 9:50,"1) Apparently the committee is specifically looking for a seed person. 2) I am a committee member and this is not true 3) @2 to the committee member, for people outside Europe I think we are not familiar with the Habilitation (venia docendi) requirement and it seems like this is a position equivalent of associate or full professor in North America? ie. not a tenure track  4) @3, ""Tenure Track"" here includes tenured positions, to distinguish from ""Fixed Term"" positions. -- AP 5) To further clarify, should postdocs bother applying to this? 6) Can anyone else find what docs should be included in the pdf that's sent to the Dean? I just see under the requirements tab that there are required skillsets... I'd assume CV, research and teaching statements and contact info for refs?",2,FALSE,"1) Apparently the committee is specifically looking for a seed person. 2) I am a committee member and this is not true 3) @2 to the committee member, for people outside Europe I think we are not familiar with the Habilitation (venia docendi) requirement and it seems like this is a position equivalent of associate or full professor in North America? ie. not a tenure track  4) @3, ""Tenure Track"" here includes tenured positions, to distinguish from ""Fixed Term"" positions. -- AP 5) To further clarify, should postdocs bother applying to this? 6) Can anyone else find what docs should be included in the pdf that's sent to the Dean? I just see under the requirements tab that there are required skillsets... I'd assume CV, research and teaching statements and contact info for refs?",2
7/2/2020 6:29,University of Copenhagen,Denmark,Basic & Applied Plant Ecology,8/9/2020,https://euraxess.ec.europa.eu/jobs/533653,Full Prof,Tenure Track,7/16/2020 10:15,"Unclear if this and the position below are the same position or they are hiring both a full and assoc professor together.  2) They have different job numbers, so I would guess they are different. 3) If it's like other job listings at UCopenhagen, the system does not allow for open-rank searches, so they have to list the job at each rank of interest.",,FALSE,"Unclear if this and the position below are the same position or they are hiring both a full and assoc professor together.  2) They have different job numbers, so I would guess they are different. 3) If it's like other job listings at UCopenhagen, the system does not allow for open-rank searches, so they have to list the job at each rank of interest.",
7/2/2020 6:27,University of Copenhagen,Denmark,Basic & Applied Plant Ecology,8/9/2020,https://euraxess.ec.europa.eu/jobs/533629,Assoc Prof,Tenure Track,,,,FALSE,,
7/2/2020 6:20,Newcastle University,United Kingdom,Ecology and Environmental Science,7/17/2020,https://www.jobs.ac.uk/job/CAK254/lecturer-senior-lecturer-in-ecology-and-environmental-science,Lecturer / Senior Lecturer,Tenure Track,7/30/2020 15:48,1) rejection email received (22 Jul) x13. 2) Invited for interview 29 July. 3) Offer made and accepted 30 July.,8,FALSE,1) rejection email received (22 Jul) x13. 2) Invited for interview 29 July. 3) Offer made and accepted 30 July.,8
7/2/2020 6:19,Newcastle University,United Kingdom,Molecular Ecology,7/17/2020,https://www.jobs.ac.uk/job/CAK364/lecturer-senior-lecturer-in-molecular-ecology,Lecturer / Senior Lecturer,Tenure Track,8/5/2020 8:48,"1) Invited for interview (21 July) x2. 2) Invited for interview 24 July. 3) Any news? Interviewed which i think went well, but declined, position filled. 4) Yes, rejection email received today (05 Aug)",5,FALSE,"1) Invited for interview (21 July) x2. 2) Invited for interview 24 July. 3) Any news? Interviewed which i think went well, but declined, position filled. 4) Yes, rejection email received today (05 Aug)",5
7/2/2020 6:16,University of Bergen,Norway,Global Change Ecology,8/1/2020,https://www.jobbnorge.no/en/available-jobs/job/188186/associate-professor-in-global-change-ecology,Assoc Prof,Tenure Track,,,1,FALSE,,1
7/2/2020 6:08,EPFL École polytechnique fédérale de Lausanne,Switzerland,Soil System Science,7/1/2020,https://academicpositions.com/ad/ecole-polytechnique-federale-de-lausanne-epfl/2020/faculty-position-in-soil-system-science/143100,Asst Prof,Tenure Track,,,1,FALSE,,1
