,Timestamp,Institution,Location,Subject Area,Review Date,URL,Rank,Appointment,Last Update,Notes,"Number
Applied","Mod
Flag",Notes,"Number
Applied",insti_ranking
637,9/5/2019 19:57,Penn State,Pennsylvania,Broad (inc. EcoEvo),,https://jobs.rutgers.edu/postings/100181,Rank Open,Fixed Term,9/25/2019 23:28,"Assist/Assoc/(Full?) Research Prof. One year funding with opportunity for extension. Review begins immediately 2) There was an ""Evolutionary Genomics"" position on this list for Penn State a while ago, but I don't see it here now? I didn't want to re-add it since it's way past due, but just wanted to update - LOR were requested (not initially part of application, just contact info).",1,FALSE,"Assist/Assoc/(Full?) Research Prof. One year funding with opportunity for extension. Review begins immediately 2) There was an ""Evolutionary Genomics"" position on this list for Penn State a while ago, but I don't see it here now? I didn't want to re-add it since it's way past due, but just wanted to update - LOR were requested (not initially part of application, just contact info).",1,NA
775,7/24/2019 19:14,Penn State,Pennsylvania,Wildlife Behavioral Ecology,7/28/2019,https://www.higheredjobs.com/search/details.cfm?JobCode=177048228&Title=Assistant%20Research%20Professor%20of%20Wildlife%20Behavioral%20Ecology,Asst Prof,Fixed Term,8/2/2019 19:59,"This is a fixed term three-year appointment with an excellent chance for renewal. 2) already deleted, internal hire?",2,FALSE,"This is a fixed term three-year appointment with an excellent chance for renewal. 2) already deleted, internal hire?",2,NA
312,11/7/2019 2:56,Southern Arkansas University,Arkansas,Biology,,https://web.saumag.edu/human-resources/2019/11/06/instructor-of-biology-4/,Instructor,Fixed Term,11/7/2019 23:15,"Two positions. Currently accepting applications. Review to begin immediately. ""courses will include 6-10 sections of Introduction to Biology labs for non-majors, and other introductory biology classes as needed"" or ""courses may include, among others, Introduction to Biology and labs (non-majors), Microbiology for Nursing and Allied Health and labs (non-majors) Anatomy and Physiology labs""",,FALSE,"Two positions. Currently accepting applications. Review to begin immediately. ""courses will include 6-10 sections of Introduction to Biology labs for non-majors, and other introductory biology classes as needed"" or ""courses may include, among others, Introduction to Biology and labs (non-majors), Microbiology for Nursing and Allied Health and labs (non-majors) Anatomy and Physiology labs""",,NA
238,11/26/2019 7:44,Sultan Qaboos University,Middle East,Marine Plankton Ecology,1/15/2020,https://jobs.squ.edu.om/JobPositionDetails.aspx?jpid=208,Asst / Assoc Prof,Fixed Term,12/9/2019 14:06,"Muscat, Oman - Attractive tax-free base salary, free furnished accommodation, free medical care, excellent recreational facilities on campus, end of service gratuity, subsidized schooling for up to two children, 60 days annual leave with return air tickets and rolling two and three-year contracts.  [Extended inflammatory discussion of human rights in Oman deleted. Do your own research if you apply. AP]",,FALSE,"Muscat, Oman - Attractive tax-free base salary, free furnished accommodation, free medical care, excellent recreational facilities on campus, end of service gratuity, subsidized schooling for up to two children, 60 days annual leave with return air tickets and rolling two and three-year contracts.  [Extended inflammatory discussion of human rights in Oman deleted. Do your own research if you apply. AP]",,NA
454,10/10/2019 22:18,SUNY Plattsburgh,New York,Human Anatomy & Physiology,10/21/2019,https://jobs.plattsburgh.edu/postings/10972,Lecturer,Fixed Term,10/11/2019 4:12,,,FALSE,,,NA
119,1/10/2020 17:02,Texas A&M University - Kingsville,Texas,Gamebird Research,2/1/2020,https://www.higheredjobs.com/details.cfm?JobCode=177185823,Asst Prof,Fixed Term,2/6/2020 4:09,,,FALSE,,,NA
106,1/17/2020 9:51,University College Cork,Ireland,Environmental Science,2/11/2020,https://www.timeshighereducation.com/unijobs/listing/192808/-lecturer-in-environmental-science-/,Lecturer,Fixed Term,1/17/2020 15:36,5 year fixed term 2) And main role is to teach in China 3) Last port of call for the Titanic. Never forget.,,FALSE,5 year fixed term 2) And main role is to teach in China 3) Last port of call for the Titanic. Never forget.,,NA
263,11/20/2019 16:22,University of Agder,Norway,Plankton ecology,12/10/2019,https://academicpositions.com/ad/university-of-agder-uia/2019/associate-professor-in-marine-ecology/136887,Assoc Prof (temporary),Fixed Term,11/20/2019 20:43,Temporary from 21.03.2020-31.12.2020.,,FALSE,Temporary from 21.03.2020-31.12.2020.,,NA
694,8/26/2019 9:41,University of Helsinki,Finland,Ecology,9/1/2019,https://euraxess.ec.europa.eu/jobs/438020,Full Prof,Fixed Term,10/16/2019 20:47,Fixed-term period of just under two years starting as soon as possible but before January 2020. Any updates on this search?,1,FALSE,Fixed-term period of just under two years starting as soon as possible but before January 2020. Any updates on this search?,1,NA
47,2/11/2020 17:28,"University of Maryland, Baltimore County",Maryland,Biological Sciences,3/15/2020,http://apply.interfolio.com/73276 ,Research Assistant Prof transitioning to tenure-track Asst. Prof after 2 years,Fixed Term,2/13/2020 16:08,"Interesting. I've never seen a fellowship that leads right into a TT job. 2) These are becoming more common, especially to increase representation of people from underrepresented backgrounds on the faculty 3) Also common in the UK (5 years fellow then lecturer/equivalent to asst prof) 4) Any idea if one should apply if they're not from an underrepresented group? 5) @4 If you're actively doing work that helps promote diversity in your field, then I'd probably contact the person who you'd be most interested in having as an advisor to see what they think",1,FALSE,"Interesting. I've never seen a fellowship that leads right into a TT job. 2) These are becoming more common, especially to increase representation of people from underrepresented backgrounds on the faculty 3) Also common in the UK (5 years fellow then lecturer/equivalent to asst prof) 4) Any idea if one should apply if they're not from an underrepresented group? 5) @4 If you're actively doing work that helps promote diversity in your field, then I'd probably contact the person who you'd be most interested in having as an advisor to see what they think",1,NA
814,7/11/2019 13:25,University of Michigan,Michigan,Biology (EEB Focus),7/19/2019,http://careers.umich.edu/job_detail/174872/leo_lecturer_iii_-_ecology_and_evolutionary_biology,Lecturer III,Fixed Term,7/11/2019 13:26,"""Duties and responsibilities for this Lecturer III position are expected to include teaching Introductory Biology Laboratory, as well as developing new project-based labs for the course.""",,FALSE,"""Duties and responsibilities for this Lecturer III position are expected to include teaching Introductory Biology Laboratory, as well as developing new project-based labs for the course.""",,NA
175,12/14/2019 16:54,University of Moncton,Canada,Plant Biology,3/15/2020,https://www.academicwork.ca/jobs/professeure-ou-professeur-en-biologie-vegetale-poste-temporaire-de-trois-3-ans-universite-de-moncton,Rank Open,Fixed Term,12/14/2019 20:41,"3-year term with possibility of extension. This is a French-speaking university, so knowledge of French is essential.",,FALSE,"3-year term with possibility of extension. This is a French-speaking university, so knowledge of French is essential.",,NA
29,2/14/2020 21:17,University of Northern British Columbia,Canada,Forest biology and silviculture,3/13/2020,https://www.academicwork.ca/jobs/assistant-professor-forest-biology-and-silviculture-hun-fac-r20002-university-of-northern-british-columbia,Asst Prof,Fixed Term,2/14/2020 21:18,1 year fixed term.,,FALSE,1 year fixed term.,,NA
246,11/23/2019 18:26,University of Oulu,Finland,Ecology & Genetics,12/31/2019,https://euraxess.ec.europa.eu/jobs/465902,University Lecturer,Fixed Term,11/28/2019 6:30,"1) ""Fluency in both written and spoken English and Finnish"" 2) Konstit on monet, sano mummo kun kissalla pöytää pyyhki. 3) Google translation of 2 is pretty funny. 4) Hahaha 5) @2 Niin metsä vastaa, kuin sinne huudetaan (https://bit.ly/2DpCeYs)",,FALSE,"1) ""Fluency in both written and spoken English and Finnish"" 2) Konstit on monet, sano mummo kun kissalla pöytää pyyhki. 3) Google translation of 2 is pretty funny. 4) Hahaha 5) @2 Niin metsä vastaa, kuin sinne huudetaan (https://bit.ly/2DpCeYs)",,NA
572,9/17/2019 22:18,University of Tampa,Florida,Biology / Microbiology,9/30/2019,https://utampa.wd1.myworkdayjobs.com/en-US/Faculty/job/Tampa/Professor-of-Instruction-I--Biology_R0003812,Instructor,Fixed Term,,,1,FALSE,,1,NA
573,9/17/2019 22:17,University of Tampa,Florida,Biology / Environmental Science,9/30/2019,https://utampa.wd1.myworkdayjobs.com/en-US/Faculty/job/Tampa/Professor-of-Instruction-I--General-Biology-_R0003813,Instructor,Fixed Term,9/27/2019 18:39,Does the link work for anyone? Also can't access from insitiutions website. ,1,FALSE,Does the link work for anyone? Also can't access from insitiutions website. ,1,NA
648,9/4/2019 22:35,University of Washington,Washington,EEB Lecturer,10/1/2019,https://apply.interfolio.com/64952,Instructor,Fixed Term,11/20/2019 0:55,"Well this was a surprise: ""Please provide a link to a 10-minute teaching video that illustrates your use of evidence-based teaching approaches in a classroom. The video must be on a publicly-accessible web site."" 1) Has anyone heard anything? (No news yet here) 2)Also no news for yet me (Nov 8) 3) Rejection email received Nov 12 4) No news, but letter writers not yet contacted Nov 13; OP still no news, 11/19 5) Invited for zoom interview 11/14",4,FALSE,"Well this was a surprise: ""Please provide a link to a 10-minute teaching video that illustrates your use of evidence-based teaching approaches in a classroom. The video must be on a publicly-accessible web site."" 1) Has anyone heard anything? (No news yet here) 2)Also no news for yet me (Nov 8) 3) Rejection email received Nov 12 4) No news, but letter writers not yet contacted Nov 13; OP still no news, 11/19 5) Invited for zoom interview 11/14",4,NA
216,12/5/2019 19:16,University of Washington Tacoma,Washington,Biomedical Sciences (Genetics & Human Physiology),1/7/2020,https://ap.washington.edu/ahr/position-details/?job_id=56513,Lecturer,Fixed Term,2/7/2020 22:29,"1) haven't yet recieved an acknowledgement of the application 15 Jan, 2) Anything? 07 Feb",1,FALSE,"1) haven't yet recieved an acknowledgement of the application 15 Jan, 2) Anything? 07 Feb",1,NA
484,10/3/2019 23:54,University of Arizona,Arizona,Data Science,10/15/2019,https://uacareers.com/postings/41149,Asst Prof,Career Track,1/8/2020 3:51,"Committee member here – Not a biology position but many of you all are probably qualified (I have an EEB PhD/postdoc and got hired for this position last year... hiring another already!). Career-track teaching gig, so no tenure, but promotion is possible and AP rank to start. Key thing we’re looking for is someone who deeply understands data, experimental design, and stats/ML in R and Python and is passionate about teaching. If you have some outside consulting/applied side that shows you are aware of non-academic application of these methods you’ll be really competitive. 3-3 teaching loads which is limited to two preps. No research expectation. 2).  Wait, this is the University of Arizona, and this is a Faculty position (""assistant professor""), not a lecturer, and yet there is no expectation of research?  What kind of R1 is U of A becoming? 3) @1,2 - seriously! sounds like a sweet gig 4) OP here - UA has a Career-Track line for its teaching-focused faculty... the goal is to hire people who are professional, passionate educators and let them focus on that (as you all know, teaching is hard and a lot of work). This carries the Assistant Professor rank and has room for promotion. It has voting rights and pay that is much better than a lecturer (pay range is 80-85k for 9 months). The downside is no tenure, but this is still considered to be a secure position. The W/L balance is great as you are more focused rather than being pulled in a bunch of directions by a TT job (again, just teaching and service and the service is pretty light).  It’s also extremely satisfying as you get to teach students all sorts of fun stuff about coding, statistical thinking, experimental design, and application of these skills.  5) zoom interview requested (10/18) 6) In person interview requested (mid november). 7) Offer made. 8) Offer accepted.",3,FALSE,"Committee member here – Not a biology position but many of you all are probably qualified (I have an EEB PhD/postdoc and got hired for this position last year... hiring another already!). Career-track teaching gig, so no tenure, but promotion is possible and AP rank to start. Key thing we’re looking for is someone who deeply understands data, experimental design, and stats/ML in R and Python and is passionate about teaching. If you have some outside consulting/applied side that shows you are aware of non-academic application of these methods you’ll be really competitive. 3-3 teaching loads which is limited to two preps. No research expectation. 2).  Wait, this is the University of Arizona, and this is a Faculty position (""assistant professor""), not a lecturer, and yet there is no expectation of research?  What kind of R1 is U of A becoming? 3) @1,2 - seriously! sounds like a sweet gig 4) OP here - UA has a Career-Track line for its teaching-focused faculty... the goal is to hire people who are professional, passionate educators and let them focus on that (as you all know, teaching is hard and a lot of work). This carries the Assistant Professor rank and has room for promotion. It has voting rights and pay that is much better than a lecturer (pay range is 80-85k for 9 months). The downside is no tenure, but this is still considered to be a secure position. The W/L balance is great as you are more focused rather than being pulled in a bunch of directions by a TT job (again, just teaching and service and the service is pretty light).  It’s also extremely satisfying as you get to teach students all sorts of fun stuff about coding, statistical thinking, experimental design, and application of these skills.  5) zoom interview requested (10/18) 6) In person interview requested (mid november). 7) Offer made. 8) Offer accepted.",3,R1
734,8/8/2019 19:55,University of Chicago,Illinois,Ecologist / Evolutionary Biologist,9/9/2019,https://apply.interfolio.com/66529,Asst Prof,,10/16/2019 1:30,"Same posting as last year? Seems like an offer was made then...x2 2) A difference from last year is that they have removed the whole thing about diversity. 3) Got an email from them encouraging me to apply... not sure where they got my name? 4) @3 perhaps if you applied last year, or are in diversifyEEB? 5) @4 I think it was diversifyEEB - I meant to ask if anyone else from that list got the email - usually they say ;) (6) I got one last year from the head of the department and am not in diversifyEEB. Not sure where they found my email. I applied and haven't heard from them -- not even the standard rejection email. Anyway I'm applying this year again. 7) I got an email from the chair last year about a different position, also not from DiversifyEEB (I have a different email address listed than the one they used), and also never heard back. (8) #6 here. Actually I realize now that the email I got from her was also for a different position (I guess it was Molecular Evolution), but in the same department. 9) #7 here. Yep, same position. I figured they needed to do something to offset the maleness of the subfield. 10) Last year I got a PHONE CALL related to the Molecular Evolution/Phylogeny search but was ghosted thereafter. Yet, still applying again also! 11) #7 Was offered a phone call too 12) Glad everyone else was ghosted too after being asked to apply last year :) x3 13) They just emailed me and encouraged me to apply to this position. Probably got my info from diversifyEEB or something like that. Based on what others said, I will not get excited. 14) How come the ad asks only for contact information for 3 references while the interfolio website seems to want them already submitted by the deadline? Is that how it usually works? x4 15) I don't mind emailing them to tell them about this but can't find an appropriate address. 16) along the same lines as @14, indicating only contact info for references is required for submission then finding out otherwise when submitting is just bad form; if letters are needed upfront (why is this still a thing?) just let the applicants know x4 17) They should just extend the deadline 18) Unfortunately, this is too common. I check all application submission pages ~two weeks in advance just in case. 19) So, did anyone find out if the letters actually have to be there by today (Sept 9th), or if just uploading the contact info is sufficient?  I know my letter writers won't be able to submit letters today, so I guess preparing this application was just a waste of time after all! Ah well. x3 20) FWIW, you can submit after simply *requesting* the letters. So I wrote an explanation email to my letter writers, asked them to submit some time in the next 2 weeks if possible, and was able to complete my application submission. 21) received an email saying that it's ok if letters are received by Sept 15. 22) Do you mind sharing who the email was from? I am having trouble finding a contact person for this. Thanks. 23) Received email about missing letter (one of my writers is overseas atm), said they cannot review application without. So they are serious 24) @22 I got an email from Cathy Pfister inviting me to apply it was a generic email though but I thought she may be the chair or at least a search committee member so perhaps you can email her 25) if the email about missing letters is any indication, Stefano Allesina is the search chair 26) I've also heard Allesina is the chair x3 27) A single assistant prof in the whole department? 28) Invited to on-campus interview x2 29) No phone interview (also, if you don't mind, did you letters get there by the 9/9 deadline)? Congrats! @29 Letters in on-time. No phone interview. 30) sigh, quitely remove this one from my list...",43,FALSE,"Same posting as last year? Seems like an offer was made then...x2 2) A difference from last year is that they have removed the whole thing about diversity. 3) Got an email from them encouraging me to apply... not sure where they got my name? 4) @3 perhaps if you applied last year, or are in diversifyEEB? 5) @4 I think it was diversifyEEB - I meant to ask if anyone else from that list got the email - usually they say ;) (6) I got one last year from the head of the department and am not in diversifyEEB. Not sure where they found my email. I applied and haven't heard from them -- not even the standard rejection email. Anyway I'm applying this year again. 7) I got an email from the chair last year about a different position, also not from DiversifyEEB (I have a different email address listed than the one they used), and also never heard back. (8) #6 here. Actually I realize now that the email I got from her was also for a different position (I guess it was Molecular Evolution), but in the same department. 9) #7 here. Yep, same position. I figured they needed to do something to offset the maleness of the subfield. 10) Last year I got a PHONE CALL related to the Molecular Evolution/Phylogeny search but was ghosted thereafter. Yet, still applying again also! 11) #7 Was offered a phone call too 12) Glad everyone else was ghosted too after being asked to apply last year :) x3 13) They just emailed me and encouraged me to apply to this position. Probably got my info from diversifyEEB or something like that. Based on what others said, I will not get excited. 14) How come the ad asks only for contact information for 3 references while the interfolio website seems to want them already submitted by the deadline? Is that how it usually works? x4 15) I don't mind emailing them to tell them about this but can't find an appropriate address. 16) along the same lines as @14, indicating only contact info for references is required for submission then finding out otherwise when submitting is just bad form; if letters are needed upfront (why is this still a thing?) just let the applicants know x4 17) They should just extend the deadline 18) Unfortunately, this is too common. I check all application submission pages ~two weeks in advance just in case. 19) So, did anyone find out if the letters actually have to be there by today (Sept 9th), or if just uploading the contact info is sufficient?  I know my letter writers won't be able to submit letters today, so I guess preparing this application was just a waste of time after all! Ah well. x3 20) FWIW, you can submit after simply *requesting* the letters. So I wrote an explanation email to my letter writers, asked them to submit some time in the next 2 weeks if possible, and was able to complete my application submission. 21) received an email saying that it's ok if letters are received by Sept 15. 22) Do you mind sharing who the email was from? I am having trouble finding a contact person for this. Thanks. 23) Received email about missing letter (one of my writers is overseas atm), said they cannot review application without. So they are serious 24) @22 I got an email from Cathy Pfister inviting me to apply it was a generic email though but I thought she may be the chair or at least a search committee member so perhaps you can email her 25) if the email about missing letters is any indication, Stefano Allesina is the search chair 26) I've also heard Allesina is the chair x3 27) A single assistant prof in the whole department? 28) Invited to on-campus interview x2 29) No phone interview (also, if you don't mind, did you letters get there by the 9/9 deadline)? Congrats! @29 Letters in on-time. No phone interview. 30) sigh, quitely remove this one from my list...",43,R1
463,10/9/2019 7:44,Chapman University,California,Assistant Program Director for the Grand Challenges Initiative,10/28/2019,https://academicjobsonline.org/ajo/jobs/14632,Instructional Asst Prof,,11/27/2019 3:24,"""The successful candidate will hold a Ph.D. in a field of STEM or STEM education."" 1) letters requested 11/9 X2; 2) video interviews scheduled; 3) campus visits scheduled",3,FALSE,"""The successful candidate will hold a Ph.D. in a field of STEM or STEM education."" 1) letters requested 11/9 X2; 2) video interviews scheduled; 3) campus visits scheduled",3,R2
282,11/16/2019 4:34,Tennessee State University,Tennessee,Ecology,1/6/2020,https://jobs.tnstate.edu/applicants/Central?quickFind=56012,Asst / Assoc Prof,,2/19/2020 0:19,"1) ""responsibilities for teaching undergraduate major and graduate courses in Ecology, Biometrics, and specific area of expertise"" Honestly, how many people are going to have expertise in ecology and biometrics? WTF. 2) Where does it say that? 3) I didn't see ""biometrics"" in the post but LOL at 37.5 hours/week. 4) Perhaps they mean biometry, which is synonymous with biostatistics. 5) @3 37.5 hours/week has to do with workload obligations in the faculty handbook, ""All full-time personnel, including faculty, shall be required to devote a minimum of 37.5 hours per week to the institution or college"" per Tennessee Board of Regents policy. It seems weird, at least to us, how/why HR includes these things on job ads. 6) Any idea of the teaching loads here? It's an R2.  7) I still don't see biometrics... 8) Repeat from last year? 9) anyone know what the ""other document"" is ? 10.) @9: I threw in my teaching statement just for kicks. I could not find anything that defined what the ""other document"" was. 11) Any update? 12.) Negativo for me. x5 13) still no news?? 14) no word yet 2/13 x4",10,FALSE,"1) ""responsibilities for teaching undergraduate major and graduate courses in Ecology, Biometrics, and specific area of expertise"" Honestly, how many people are going to have expertise in ecology and biometrics? WTF. 2) Where does it say that? 3) I didn't see ""biometrics"" in the post but LOL at 37.5 hours/week. 4) Perhaps they mean biometry, which is synonymous with biostatistics. 5) @3 37.5 hours/week has to do with workload obligations in the faculty handbook, ""All full-time personnel, including faculty, shall be required to devote a minimum of 37.5 hours per week to the institution or college"" per Tennessee Board of Regents policy. It seems weird, at least to us, how/why HR includes these things on job ads. 6) Any idea of the teaching loads here? It's an R2.  7) I still don't see biometrics... 8) Repeat from last year? 9) anyone know what the ""other document"" is ? 10.) @9: I threw in my teaching statement just for kicks. I could not find anything that defined what the ""other document"" was. 11) Any update? 12.) Negativo for me. x5 13) still no news?? 14) no word yet 2/13 x4",10,R2
75,1/31/2020 19:34,"Cal Poly, San Luis Obispo",California,Department Head - Natural Resources Management and Environmental Sciences,2/10/2020,https://jobs.calpoly.edu/en-us/job/494866/department-head-natural-resources-management-and-environmental-sciences,Assoc / Full Prof,,1/31/2020 19:35,Forestry/Forest Science preferred,,FALSE,Forestry/Forest Science preferred,,NA
589,9/14/2019 21:36,"University of Minnesota, Morris",Minnesota,Ecology,10/18/2019,"https://hr.myu.umn.edu/jobs/ext/333212



",Asst Prof,,12/13/2019 22:42,"We strongly encourage applications from broadly trained ecologists with expertise at the community, landscape, and/or ecosystem level who connect basic and applied ecology. We particularly value research that can involve the habitats endemic to our region. Search committee members will be monitoring this space for questions. 1) What are the teaching and research expectations of such a unique school profile? 2) Link isn't working for me. 3) Responding to [1], I'm a new faculty here (Rob Denton). We generally teach 10 credits/semester. For me that's 1 class with no lab, 1 class with a lab, and a small writing course where you work with only four students. Expected to provide genuine research experience for students, apply for grants, and share your work via publications/presentations. Although I think that the expectations are reasonable given teaching/service load. 4) SC member Heather Waye responding to [2] - if you are in the University of Minnesota system, go to the HR website and search for job code  or use https://jobs.sciencecareers.org/job/504194/assistant-professor-of-biology/ 5) Anyone else having an issue signing in to the application?  I made a guest account but keep getting an error when trying to log in (Oct 13th) 6) responding to [5], we've been hearing from people having trouble with the application interface, please email koldenal@morris.umn.edu, Ann has been working with applicants to get things sorted out. 7) @6 Thanks, she has been incredibly helpful and I was able to submit everything a few days ago. 8) Ann is an angel. (x2) 9) Any news? 10) @9 Nope, 10/28 11) phone interview requested 10/29 (x4). 12) Any one invited for a campus interview? x2 13) campus interview requested 11/14 ",10,FALSE,"We strongly encourage applications from broadly trained ecologists with expertise at the community, landscape, and/or ecosystem level who connect basic and applied ecology. We particularly value research that can involve the habitats endemic to our region. Search committee members will be monitoring this space for questions. 1) What are the teaching and research expectations of such a unique school profile? 2) Link isn't working for me. 3) Responding to [1], I'm a new faculty here (Rob Denton). We generally teach 10 credits/semester. For me that's 1 class with no lab, 1 class with a lab, and a small writing course where you work with only four students. Expected to provide genuine research experience for students, apply for grants, and share your work via publications/presentations. Although I think that the expectations are reasonable given teaching/service load. 4) SC member Heather Waye responding to [2] - if you are in the University of Minnesota system, go to the HR website and search for job code  or use https://jobs.sciencecareers.org/job/504194/assistant-professor-of-biology/ 5) Anyone else having an issue signing in to the application?  I made a guest account but keep getting an error when trying to log in (Oct 13th) 6) responding to [5], we've been hearing from people having trouble with the application interface, please email koldenal@morris.umn.edu, Ann has been working with applicants to get things sorted out. 7) @6 Thanks, she has been incredibly helpful and I was able to submit everything a few days ago. 8) Ann is an angel. (x2) 9) Any news? 10) @9 Nope, 10/28 11) phone interview requested 10/29 (x4). 12) Any one invited for a campus interview? x2 13) campus interview requested 11/14 ",10,NA
869,,,,,,,,,,,1,FALSE,,1,Other
870,,,,,,,,,,,1,FALSE,,1,Other
871,,,,,,,,,,,1,FALSE,,1,Other
872,,,,,,,,,,,1,FALSE,,1,Other
873,,,,,,,,,,,1,FALSE,,1,Other
874,,,,,,,,,,,1,FALSE,,1,Other
875,,,,,,,,,,,1,FALSE,,1,Other
876,,,,,,,,,,,1,FALSE,,1,Other
877,,,,,,,,,,,1,FALSE,,1,Other
878,,,,,,,,,,,1,FALSE,,1,Other
879,,,,,,,,,,,1,FALSE,,1,Other
880,,,,,,,,,,,1,FALSE,,1,Other
881,,,,,,,,,,,1,FALSE,,1,Other
882,,,,,,,,,,,1,FALSE,,1,Other
883,,,,,,,,,,,1,FALSE,,1,Other
884,,,,,,,,,,,1,FALSE,,1,Other
885,,,,,,,,,,,1,FALSE,,1,Other
886,,,,,,,,,,,1,FALSE,,1,Other
887,,,,,,,,,,,1,FALSE,,1,Other
888,,,,,,,,,,,1,FALSE,,1,Other
889,,,,,,,,,,,1,FALSE,,1,Other
890,,,,,,,,,,,1,FALSE,,1,Other
891,,,,,,,,,,,1,FALSE,,1,Other
892,,,,,,,,,,,1,FALSE,,1,Other
893,,,,,,,,,,,1,FALSE,,1,Other
894,,,,,,,,,,,1,FALSE,,1,Other
895,,,,,,,,,,,1,FALSE,,1,Other
896,,,,,,,,,,,1,FALSE,,1,Other
897,,,,,,,,,,,1,FALSE,,1,Other
898,,,,,,,,,,,1,FALSE,,1,Other
899,,,,,,,,,,,1,FALSE,,1,Other
900,,,,,,,,,,,1,FALSE,,1,Other
901,,,,,,,,,,,1,FALSE,,1,Other
902,,,,,,,,,,,1,FALSE,,1,Other
903,,,,,,,,,,,1,FALSE,,1,Other
904,,,,,,,,,,,1,FALSE,,1,Other
905,,,,,,,,,,,1,FALSE,,1,Other
906,,,,,,,,,,,1,FALSE,,1,Other
907,,,,,,,,,,,1,FALSE,,1,Other
908,,,,,,,,,,,1,FALSE,,1,Other
909,,,,,,,,,,,1,FALSE,,1,Other
910,,,,,,,,,,,1,FALSE,,1,Other
911,,,,,,,,,,,1,FALSE,,1,Other
912,,,,,,,,,,,1,FALSE,,1,Other
913,,,,,,,,,,,1,FALSE,,1,Other
914,,,,,,,,,,,1,FALSE,,1,Other
915,,,,,,,,,,,1,FALSE,,1,Other
916,,,,,,,,,,,1,FALSE,,1,Other
917,,,,,,,,,,,1,FALSE,,1,Other
918,,,,,,,,,,,1,FALSE,,1,Other
919,,,,,,,,,,,1,FALSE,,1,Other
920,,,,,,,,,,,1,FALSE,,1,Other
921,,,,,,,,,,,1,FALSE,,1,Other
922,,,,,,,,,,,1,FALSE,,1,Other
923,,,,,,,,,,,1,FALSE,,1,Other
924,,,,,,,,,,,1,FALSE,,1,Other
925,,,,,,,,,,,1,FALSE,,1,Other
926,,,,,,,,,,,1,FALSE,,1,Other
927,,,,,,,,,,,1,FALSE,,1,Other
928,,,,,,,,,,,1,FALSE,,1,Other
929,,,,,,,,,,,1,FALSE,,1,Other
930,,,,,,,,,,,1,FALSE,,1,Other
931,,,,,,,,,,,1,FALSE,,1,Other
932,,,,,,,,,,,1,FALSE,,1,Other
933,,,,,,,,,,,1,FALSE,,1,Other
934,,,,,,,,,,,1,FALSE,,1,Other
935,,,,,,,,,,,1,FALSE,,1,Other
936,,,,,,,,,,,1,FALSE,,1,Other
937,,,,,,,,,,,1,FALSE,,1,Other
938,,,,,,,,,,,1,FALSE,,1,Other
939,,,,,,,,,,,1,FALSE,,1,Other
940,,,,,,,,,,,1,FALSE,,1,Other
941,,,,,,,,,,,1,FALSE,,1,Other
942,,,,,,,,,,,1,FALSE,,1,Other
943,,,,,,,,,,,1,FALSE,,1,Other
944,,,,,,,,,,,1,FALSE,,1,Other
945,,,,,,,,,,,1,FALSE,,1,Other
946,,,,,,,,,,,1,FALSE,,1,Other
947,,,,,,,,,,,1,FALSE,,1,Other
948,,,,,,,,,,,1,FALSE,,1,Other
949,,,,,,,,,,,1,FALSE,,1,Other
950,,,,,,,,,,,1,FALSE,,1,Other
951,,,,,,,,,,,1,FALSE,,1,Other
952,,,,,,,,,,,1,FALSE,,1,Other
953,,,,,,,,,,,1,FALSE,,1,Other
954,,,,,,,,,,,1,FALSE,,1,Other
955,,,,,,,,,,,1,FALSE,,1,Other
956,,,,,,,,,,,1,FALSE,,1,Other
957,,,,,,,,,,,1,FALSE,,1,Other
958,,,,,,,,,,,1,FALSE,,1,Other
959,,,,,,,,,,,1,FALSE,,1,Other
960,,,,,,,,,,,1,FALSE,,1,Other
961,,,,,,,,,,,1,FALSE,,1,Other
962,,,,,,,,,,,1,FALSE,,1,Other
963,,,,,,,,,,,1,FALSE,,1,Other
964,,,,,,,,,,,1,FALSE,,1,Other
965,,,,,,,,,,,1,FALSE,,1,Other
966,,,,,,,,,,,1,FALSE,,1,Other
967,,,,,,,,,,,1,FALSE,,1,Other
968,,,,,,,,,,,1,FALSE,,1,Other
969,,,,,,,,,,,1,FALSE,,1,Other
970,,,,,,,,,,,1,FALSE,,1,Other
971,,,,,,,,,,,1,FALSE,,1,Other
972,,,,,,,,,,,1,FALSE,,1,Other
973,,,,,,,,,,,1,FALSE,,1,Other
974,,,,,,,,,,,1,FALSE,,1,Other
975,,,,,,,,,,,1,FALSE,,1,Other
976,,,,,,,,,,,1,FALSE,,1,Other
977,,,,,,,,,,,1,FALSE,,1,Other
978,,,,,,,,,,,1,FALSE,,1,Other
979,,,,,,,,,,,1,FALSE,,1,Other
980,,,,,,,,,,,1,FALSE,,1,Other
981,,,,,,,,,,,1,FALSE,,1,Other
982,,,,,,,,,,,1,FALSE,,1,Other
983,,,,,,,,,,,1,FALSE,,1,Other
984,,,,,,,,,,,1,FALSE,,1,Other
985,,,,,,,,,,,1,FALSE,,1,Other
986,,,,,,,,,,,1,FALSE,,1,Other
987,,,,,,,,,,,1,FALSE,,1,Other
988,,,,,,,,,,,1,FALSE,,1,Other
989,,,,,,,,,,,1,FALSE,,1,Other
990,,,,,,,,,,,1,FALSE,,1,Other
991,,,,,,,,,,,1,FALSE,,1,Other
